Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,408208;0,081740;0,120775;5,542594;8393,632396;-2501019729,464896;0,003687;0,250000;12,272707;0,062557;0,058218;0,821818;0,264892;0,115617;0,028523;0,006367;0,007500;3500,000000
2;0,415522;0,079810;0,124648;5,557884;8420,237155;-3888021260,906251;0,004630;0,250000;13,096136;0,058296;0,066351;0,840278;0,291035;0,109792;0,036789;0,006821;0,010000;3500,000000
3;0,417520;0,078800;0,114632;5,556818;8435,912386;-3531449575,683501;0,006967;0,250000;12,958660;0,059738;0,054894;0,769231;0,256997;0,105700;0,033333;0,005920;0,010000;3500,000000
4;0,401167;0,084970;0,125996;5,532990;8359,110433;-1683009738,626308;0,002259;0,250000;11,753512;0,063956;0,062040;0,800000;0,276081;0,121776;0,043478;0,006821;0,003750;3500,000000
5;0,382068;0,092550;0,140623;5,509163;8274,054643;362567479,753495;0,002116;0,250000;10,442195;0,069807;0,070816;0,835664;0,299618;0,140453;0,056761;0,006821;0,011250;3500,000000
6;0,415335;0,079890;0,117629;5,558523;8422,720501;-4109642419,956878;0,003367;0,250000;13,202709;0,062191;0,055438;0,799296;0,257614;0,110912;0,028381;0,007273;0,007509;3500,000000
7;0,417164;0,078590;0,114309;5,553500;8436,172106;-3319607489,570630;0,004503;0,250000;12,859485;0,058770;0,055539;0,794326;0,249682;0,105948;0,035176;0,006818;0,010013;3500,000000
8;0,412899;0,079770;0,118988;5,547965;8417,420966;-2931324438,798128;0,004288;0,250000;12,539339;0,060099;0,058889;0,797909;0,244260;0,119069;0,031773;0,004554;0,008750;3500,000000
9;0,363360;0,099620;0,150867;5,482483;8205,112786;2540198179,157227;0,002215;0,250000;9,109483;0,076846;0,074022;0,873646;0,340534;0,148646;0,050083;0,008640;0,006250;3500,000000
10;0,410328;0,080160;0,121588;5,543933;8406,265070;-2513655923,055772;0,002230;0,250000;12,270430;0,060643;0,060945;0,761404;0,279822;0,113474;0,031720;0,009545;0,002503;3500,000000
11;0,399397;0,086240;0,129738;5,536507;8351,479009;-1840096295,947419;0,003132;0,250000;11,786528;0,065726;0,064012;0,830389;0,295196;0,121273;0,021703;0,011384;0,007509;3500,000000
12;0,408072;0,083410;0,126864;5,550974;8386,180028;-3269235151,058662;0,003946;0,250000;12,671556;0,062777;0,064087;0,800687;0,290159;0,117884;0,028428;0,008640;0,008761;3500,000000
13;0,413531;0,080660;0,121203;5,549036;8412,893132;-2924245532,291602;0,004574;0,250000;12,621924;0,057523;0,063679;0,791519;0,271863;0,113856;0,036851;0,006821;0,005006;3500,000000
14;0,400319;0,085310;0,131420;5,536533;8357,913425;-1900983023,868152;0,003770;0,250000;11,797934;0,064451;0,066969;0,824138;0,307006;0,118042;0,051667;0,007276;0,011278;3500,000000
15;0,416846;0,079450;0,115788;5,556791;8425,715900;-3674016252,257427;0,005833;0,250000;13,065834;0,059358;0,056430;0,770318;0,248416;0,109663;0,030050;0,007741;0,017500;3500,000000
16;0,419788;0,077420;0,117991;5,559648;8452,440117;-3886692212,389820;0,003044;0,250000;13,164311;0,057787;0,060203;0,799296;0,269328;0,106991;0,031773;0,006821;0,008783;3500,000000
17;0,422169;0,076620;0,115567;5,561339;8463,818495;-4030238611,766348;0,004033;0,250000;13,277387;0,056826;0,058741;0,821678;0,279720;0,096399;0,031720;0,005917;0,011264;3500,000000
18;0,410190;0,081510;0,124194;5,544946;8401,795210;-2703559953,392460;0,002762;0,250000;12,424934;0,059173;0,065020;0,810526;0,284351;0,116409;0,028381;0,004093;0,010025;3500,000000
19;0,410513;0,081040;0,121524;5,549259;8408,435286;-3011228649,766095;0,004377;0,250000;12,526846;0,063079;0,058444;0,785965;0,268401;0,118147;0,021739;0,005009;0,008750;3500,000000
20;0,415586;0,079560;0,119331;5,555599;8432,385913;-3524813082,038302;0,004593;0,250000;12,891826;0,060673;0,058658;0,787456;0,258085;0,115247;0,026756;0,004545;0,013750;3500,000000
21;0,386308;0,090920;0,137065;5,515449;8293,994789;-58765554,532295;0,002605;0,250000;10,692917;0,068684;0,068381;0,788194;0,316731;0,132363;0,030100;0,009554;0,007500;3500,000000
22;0,425754;0,074710;0,112666;5,565840;8477,483817;-4691947670,255861;0,002848;0,250000;13,664405;0,056182;0,056484;0,800699;0,246523;0,104027;0,036913;0,003182;0,007519;3500,000000
23;0,383751;0,091370;0,139401;5,510919;8291,007153;354221029,899215;0,002672;0,250000;10,423152;0,069953;0,069449;0,847751;0,339479;0,126877;0,020067;0,006818;0,013750;3500,000000
24;0,404253;0,084130;0,128112;5,541567;8373,096090;-2192726485,059713;0,002640;0,250000;12,070660;0,062998;0,065114;0,819495;0,290690;0,119069;0,040067;0,009550;0,010013;3500,000000
25;0,426085;0,075810;0,107644;5,568166;8478,273696;-4609788050,748282;0,006048;0,250000;13,717485;0,058265;0,049379;0,804348;0,210962;0,106535;0,033445;0,004556;0,008783;3500,000000
26;0,384696;0,091860;0,137235;5,515138;8289,002417;-95563550,941027;0,003603;0,250000;10,708771;0,070737;0,066498;0,767606;0,311944;0,135996;0,038462;0,007276;0,007509;3500,000000
27;0,424271;0,075940;0,110865;5,567693;8467,633470;-4988389710,548554;0,004429;0,250000;13,816885;0,058960;0,051905;0,777385;0,246358;0,102082;0,033389;0,004098;0,007519;3500,000000
28;0,403629;0,084280;0,130387;5,541952;8370,562706;-2529391892,431846;0,004384;0,250000;12,163144;0,063230;0,067157;0,872414;0,290852;0,119794;0,038655;0,005917;0,012516;3500,000000
29;0,426192;0,074510;0,110652;5,566145;8480,645274;-4607524784,334512;0,003764;0,250000;13,622848;0,056233;0,054419;0,809187;0,249682;0,099575;0,018364;0,008186;0,002503;3500,000000
30;0,405035;0,082930;0,125831;5,540414;8380,765641;-2264548263,530623;0,003104;0,250000;12,039542;0,063268;0,062563;0,828179;0,297332;0,112480;0,030000;0,005460;0,010000;3500,000000
