Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,446668;0,115300;0,203416;5,641357;8536,180394;-488900187,987376;0,002269;0,250000;14,980458;0,059721;0,143694;0,866197;0,513082;0,207865;0,033557;0,005912;0,006250;4250,000000
2;0,443250;0,117750;0,213925;5,635337;8512,899872;98457086,300572;0,002050;0,250000;14,679070;0,055174;0,158751;0,848592;0,508637;0,234673;0,026711;0,005005;0,011264;4250,000000
3;0,428533;0,124430;0,217748;5,621388;8462,106912;1624472427,556413;0,003530;0,250000;13,512209;0,065466;0,152282;0,875862;0,509892;0,237323;0,041946;0,005923;0,010025;4250,000000
4;0,473606;0,103910;0,182709;5,677324;8640,805824;-5151185764,429966;0,003035;0,250000;18,080810;0,052722;0,129987;0,822300;0,451654;0,188357;0,015101;0,005914;0,003755;4250,000000
5;0,401988;0,135480;0,237763;5,586246;8374,414108;5211165545,850873;0,001043;0,250000;11,221188;0,075243;0,162520;0,853571;0,545281;0,272625;0,045151;0,005909;0,007500;4250,000000
6;0,465882;0,107000;0,193154;5,663758;8607,873256;-3208329146,315181;0,002673;0,250000;16,852337;0,050889;0,142266;0,871528;0,458756;0,202788;0,026891;0,006824;0,007509;4250,000000
7;0,430617;0,123770;0,227851;5,624062;8469,238612;1511142924,916459;0,003087;0,250000;13,633957;0,060040;0,167810;0,826990;0,534395;0,254154;0,040000;0,007279;0,010013;4250,000000
8;0,438247;0,118730;0,205338;5,631386;8506,332119;878833993,734211;0,002461;0,250000;14,078036;0,065110;0,140228;0,829181;0,499051;0,215912;0,043624;0,006827;0,012516;4250,000000
9;0,411597;0,131310;0,234462;5,597225;8405,175940;4136643510,168602;0,001780;0,250000;11,895788;0,068924;0,165538;0,862543;0,568240;0,256416;0,028476;0,006369;0,010013;4250,000000
10;0,425237;0,125410;0,221009;5,616878;8450,946595;2300979086,941206;0,002654;0,250000;13,126446;0,066626;0,154383;0,895470;0,520051;0,237731;0,045226;0,009563;0,010025;4250,000000
11;0,426460;0,124910;0,219569;5,615611;8457,808817;2342018270,191431;0,002889;0,250000;13,134657;0,065061;0,154508;0,855172;0,513444;0,243517;0,033445;0,007279;0,005000;4250,000000
12;0,435495;0,120520;0,212299;5,625549;8490,762426;1384075679,271398;0,002328;0,250000;13,810562;0,061798;0,150501;0,850000;0,520154;0,225197;0,035000;0,007727;0,011264;4250,000000
13;0,402922;0,135370;0,236246;5,589523;8375,238954;4949294763,717206;0,001454;0,250000;11,376116;0,075748;0,160498;0,875912;0,574427;0,257143;0,051753;0,005457;0,008761;4250,000000
14;0,435914;0,120680;0,211858;5,626871;8491,142505;1129839479,741626;0,002873;0,250000;13,925319;0,062019;0,149838;0,883803;0,503501;0,226126;0,042017;0,006372;0,011292;4250,000000
15;0,458781;0,111320;0,195329;5,661130;8575,195554;-2802264317,093272;0,001837;0,250000;16,592311;0,056314;0,139015;0,829787;0,484036;0,199955;0,041736;0,009095;0,007509;4250,000000
16;0,441425;0,117550;0,210042;5,632934;8516,877324;429285586,492479;0,002756;0,250000;14,354011;0,059406;0,150636;0,868512;0,488903;0,230735;0,028476;0,004552;0,007500;4250,000000
17;0,441859;0,117970;0,211414;5,637471;8513,884609;-227777220,198934;0,002347;0,250000;14,717104;0,060101;0,151313;0,833333;0,503836;0,229232;0,033557;0,006364;0,012531;4250,000000
18;0,453690;0,112680;0,198222;5,652904;8563,340844;-1837561223,312506;0,004034;0,250000;15,827507;0,058800;0,139422;0,890845;0,480204;0,205658;0,031773;0,006827;0,008761;4250,000000
19;0,450899;0,113750;0,205250;5,646262;8549,533535;-1153380745,050255;0,002165;0,250000;15,432533;0,055628;0,149621;0,853571;0,479566;0,223667;0,031667;0,006824;0,013767;4250,000000
20;0,388302;0,142500;0,253588;5,571746;8322,234152;6417208222,454069;0,002444;0,250000;10,391932;0,078027;0,175561;0,852234;0,592474;0,289284;0,043697;0,005460;0,011250;4250,000000
21;0,392948;0,140470;0,246991;5,577333;8341,089023;6073133710,232103;0,002536;0,250000;10,655592;0,077880;0,169111;0,874564;0,567308;0,282340;0,060201;0,004091;0,007528;4250,000000
22;0,423774;0,125800;0,222671;5,613953;8452,447750;2581268536,310665;0,002333;0,250000;12,946581;0,067387;0,155284;0,857143;0,519695;0,246126;0,058923;0,004096;0,007500;4250,000000
23;0,444366;0,116520;0,211717;5,635887;8525,976809;110347688,048205;0,002529;0,250000;14,633663;0,056162;0,155556;0,848057;0,487619;0,236392;0,036789;0,005002;0,005006;4250,000000
24;0,457642;0,110380;0,195536;5,654869;8581,354065;-2050185253,441086;0,003212;0,250000;16,019040;0,056358;0,139178;0,859155;0,454837;0,213853;0,025000;0,004554;0,003755;4250,000000
25;0,440784;0,118490;0,206617;5,634570;8510,681571;334285315,280980;0,002216;0,250000;14,455923;0,061925;0,144693;0,822695;0,492003;0,223323;0,040134;0,007279;0,011250;4250,000000
26;0,449432;0,115020;0,206604;5,647196;8542,439351;-1094996018,204571;0,002190;0,250000;15,397626;0,057154;0,149450;0,822064;0,512071;0,218280;0,031933;0,007273;0,002500;4250,000000
27;0,449371;0,113630;0,201575;5,644154;8547,241324;-985163743,073636;0,002879;0,250000;15,254572;0,059079;0,142496;0,782143;0,494596;0,217508;0,023411;0,005912;0,003764;4250,000000
28;0,429871;0,123160;0,215333;5,621918;8470,299002;1661663470,579810;0,003219;0,250000;13,537337;0,066046;0,149287;0,830389;0,530313;0,229523;0,030201;0,007734;0,010013;4250,000000
29;0,433830;0,121510;0,215954;5,625088;8481,261657;1245748571,011720;0,001716;0,250000;13,834695;0,061773;0,154181;0,858657;0,525240;0,230043;0,040000;0,007738;0,008761;4250,000000
30;0,447843;0,114890;0,202324;5,641739;8539,667890;-345857272,034102;0,001975;0,250000;14,968710;0,058717;0,143608;0,840278;0,476893;0,219978;0,030151;0,007283;0,003750;4250,000000
