Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,138533;0,073270;0,107664;5,040586;7191,922130;-2124835981,524138;0,004339;0,211469;3,042776;0,057105;0,050559;0,878571;0,274621;0,079212;0,020067;0,007273;0,007519;1500,000000
2;0,097248;0,094330;0,148992;4,995850;6972,440167;33831253,320653;0,003299;0,149078;2,175138;0,066935;0,082056;0,859155;0,422123;0,120134;0,028523;0,005007;0,006250;1500,000000
3;0,096654;0,095080;0,153172;4,998316;6968,498038;-100029723,288242;0,002689;0,148204;2,212351;0,066667;0,086506;0,849123;0,422857;0,126927;0,041876;0,007279;0,005000;1500,000000
4;0,151482;0,065760;0,092785;5,053517;7272,132336;-2848655133,587828;0,003449;0,230276;3,339847;0,055751;0,037033;0,818505;0,219481;0,069658;0,021739;0,005914;0,008750;1500,000000
5;0,098129;0,094450;0,147038;4,996981;6974,573148;-58447612,477097;0,002497;0,150580;2,214400;0,066707;0,080331;0,829787;0,401399;0,123177;0,040134;0,005909;0,007500;1500,000000
6;0,097645;0,094290;0,144860;4,998987;6973,965463;-98092898,668149;0,002868;0,149740;2,221895;0,069404;0,075456;0,884615;0,376904;0,122252;0,033501;0,007279;0,010025;1500,000000
7;0,131798;0,076220;0,114675;5,026505;7147,566270;-1423091666,941336;0,004514;0,200875;2,798004;0,054564;0,060111;0,827465;0,273537;0,096326;0,028428;0,007283;0,011250;1500,000000
8;0,090521;0,098150;0,156971;4,990116;6936,705096;224462539,107019;0,002966;0,138606;2,091211;0,068454;0,088517;0,861702;0,458175;0,121443;0,046823;0,007273;0,006266;1500,000000
9;0,120574;0,081660;0,125529;5,020020;7094,348079;-1088776078,213381;0,003392;0,184336;2,618516;0,061052;0,064477;0,849650;0,345155;0,094065;0,035117;0,006367;0,003755;1500,000000
10;0,094326;0,096870;0,150570;4,994826;6955,895466;48726797,105810;0,003472;0,144773;2,164542;0,068322;0,082248;0,904930;0,399872;0,126682;0,033445;0,008182;0,006258;1500,000000
11;0,100264;0,092880;0,147693;5,000651;6984,168255;-238889737,875673;0,003260;0,153634;2,273393;0,065787;0,081906;0,857651;0,430019;0,111757;0,046745;0,005464;0,007528;1500,000000
12;0,119585;0,082360;0,122288;5,017543;7084,960779;-1031727527,691003;0,004128;0,182756;2,600134;0,061850;0,060438;0,875000;0,309994;0,099933;0,026711;0,006367;0,005006;1500,000000
13;0,132349;0,075970;0,110483;5,028936;7152,780302;-1512464543,838620;0,003261;0,201790;2,820430;0,057310;0,053173;0,868794;0,257179;0,090237;0,030151;0,008186;0,010000;1500,000000
14;0,137070;0,074000;0,108201;5,038487;7184,742205;-2052246285,049056;0,003796;0,209365;3,011639;0,057828;0,050373;0,870629;0,266624;0,082008;0,030100;0,004545;0,012500;1500,000000
15;0,096790;0,095710;0,146797;4,996655;6964,339440;-70288626,530917;0,005563;0,148541;2,215830;0,067488;0,079309;0,860714;0,388889;0,125589;0,026801;0,009558;0,007509;1500,000000
16;0,109357;0,087510;0,137733;5,007881;7031,694482;-497353128,849778;0,002780;0,167320;2,388085;0,063174;0,074559;0,873239;0,357369;0,113998;0,030201;0,008186;0,011250;1500,000000
17;0,132340;0,075570;0,112409;5,031430;7159,975351;-1645733231,435500;0,005536;0,201899;2,845762;0,058118;0,054291;0,834483;0,288157;0,085964;0,025168;0,005009;0,011250;1500,000000
18;0,121793;0,081580;0,123324;5,019983;7097,565960;-1041920967,145839;0,003793;0,186480;2,618375;0,060300;0,063023;0,890071;0,314521;0,094982;0,043551;0,008644;0,008761;1500,000000
19;0,124759;0,079690;0,118323;5,025621;7112,310682;-1349788897,405797;0,004213;0,190192;2,725205;0,061480;0,056843;0,831579;0,280913;0,101410;0,031826;0,008648;0,003755;1500,000000
20;0,106540;0,089020;0,134813;5,003857;7020,695505;-349166383,672004;0,002777;0,162961;2,334391;0,065388;0,069425;0,826241;0,375715;0,104956;0,050251;0,003638;0,007500;1500,000000
21;0,101887;0,092150;0,141733;5,001023;6994,236227;-147075191,928004;0,004055;0,156018;2,259609;0,066176;0,075557;0,888112;0,372925;0,117476;0,030151;0,008640;0,006281;1500,000000
22;0,110040;0,087170;0,135320;5,011225;7039,124516;-624234048,059739;0,001576;0,168459;2,434686;0,065445;0,069875;0,838596;0,358323;0,111210;0,035058;0,009550;0,001255;1500,000000
23;0,143691;0,069880;0,101128;5,041935;7223,691803;-2181833129,683910;0,003279;0,218806;3,091210;0,054996;0,046132;0,832740;0,231893;0,081491;0,033557;0,005912;0,008761;1500,000000
24;0,129644;0,076280;0,112801;5,028347;7148,790761;-1367083482,500994;0,003211;0,197676;2,759726;0,060328;0,052473;0,847826;0,265487;0,095419;0,030050;0,007279;0,006258;1500,000000
25;0,098425;0,094900;0,149233;4,996809;6970,654601;-111917521,994276;0,004138;0,151029;2,235959;0,064519;0,084713;0,877622;0,408046;0,123626;0,028476;0,006367;0,007509;1500,000000
26;0,128408;0,077740;0,113600;5,025566;7131,318151;-1364246628,051060;0,003443;0,195757;2,760318;0,058918;0,054681;0,845614;0,263995;0,095761;0,036789;0,005460;0,011250;1500,000000
27;0,153913;0,065710;0,088206;5,056168;7285,811622;-2949220632,674343;0,004583;0,234387;3,409178;0,055544;0,032661;0,799296;0,170794;0,076803;0,026801;0,006818;0,006266;1500,000000
28;0,138751;0,073060;0,102791;5,042098;7201,253434;-2115092948,501298;0,005033;0,212014;3,046830;0,060062;0,042729;0,849123;0,224619;0,086411;0,025042;0,008640;0,005019;1500,000000
29;0,120440;0,081310;0,125315;5,017144;7090,934341;-961667160,967133;0,002682;0,183739;2,584038;0,059938;0,065377;0,870036;0,318758;0,103487;0,026756;0,007273;0,006250;1500,000000
30;0,102336;0,092080;0,142612;4,999653;6993,320465;-175976995,107858;0,003224;0,156669;2,274093;0,064594;0,078018;0,853571;0,402292;0,112108;0,033333;0,007279;0,007509;1500,000000
