Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,482690;0,067790;0,090185;5,663598;8754,965919;-11107276463,313612;0,005415;0,250000;19,218893;0,057702;0,032483;0,788530;0,185678;0,076009;0,030100;0,008644;0,006250;3750,000000
2;0,436690;0,084660;0,122050;5,600601;8525,041310;-3628855234,553276;0,003544;0,250000;14,240642;0,068792;0,053258;0,784452;0,259873;0,121558;0,025126;0,009099;0,002503;3750,000000
3;0,429975;0,087410;0,127913;5,590633;8494,054720;-2923887546,440590;0,003551;0,250000;13,711382;0,069908;0,058005;0,815603;0,273938;0,125532;0,042088;0,005000;0,012516;3750,000000
4;0,490873;0,063370;0,089117;5,671380;8801,905088;-12547308697,648767;0,002516;0,250000;20,095864;0,054114;0,035003;0,762069;0,196215;0,070262;0,030000;0,005912;0,011264;3750,000000
5;0,445770;0,080070;0,118359;5,604657;8570,945521;-4163374699,498752;0,003082;0,250000;14,661647;0,061700;0,056659;0,768116;0,274746;0,109868;0,030050;0,004548;0,012500;3750,000000
6;0,432493;0,086520;0,125958;5,595912;8507,328091;-3469158668,618383;0,004787;0,250000;14,013036;0,070190;0,055768;0,829787;0,264223;0,125449;0,038526;0,005002;0,005000;3750,000000
7;0,466397;0,072350;0,108081;5,634699;8678,372918;-7455247740,379353;0,002848;0,250000;16,778943;0,056959;0,051122;0,771127;0,249526;0,094833;0,023372;0,006818;0,008750;3750,000000
8;0,435503;0,084900;0,129256;5,594059;8520,011721;-3180670491,602961;0,002963;0,250000;13,955412;0,063671;0,065585;0,814685;0,300000;0,120744;0,035235;0,005455;0,005000;3750,000000
9;0,468732;0,071650;0,100081;5,638960;8687,832850;-8124054075,194037;0,003241;0,250000;17,243172;0,059161;0,040919;0,785714;0,212969;0,090543;0,028333;0,005464;0,005000;3750,000000
10;0,432396;0,086390;0,125642;5,597167;8514,620171;-3320800365,200250;0,003394;0,250000;13,926016;0,071738;0,053904;0,846975;0,272268;0,119202;0,030000;0,008186;0,012516;3750,000000
11;0,454571;0,076870;0,112656;5,617828;8612,332597;-5673184044,412051;0,003572;0,250000;15,630562;0,060359;0,052297;0,775801;0,256997;0,103263;0,026711;0,006367;0,005006;3750,000000
12;0,456410;0,076660;0,111402;5,623982;8628,692574;-6264769179,504401;0,003697;0,250000;15,934705;0,061845;0,049557;0,765517;0,247771;0,101877;0,025210;0,005460;0,015019;3750,000000
13;0,475034;0,068770;0,097268;5,643036;8718,237724;-8491784248,079122;0,003282;0,250000;17,571614;0,055035;0,042234;0,781362;0,214557;0,084787;0,015050;0,006378;0,007509;3750,000000
14;0,472470;0,070670;0,101772;5,648813;8703,414111;-9451905041,416668;0,002230;0,250000;18,019763;0,058989;0,042782;0,812721;0,227416;0,086072;0,021776;0,007279;0,008750;3750,000000
15;0,437879;0,085360;0,123764;5,604702;8528,271097;-4195373912,180792;0,005354;0,250000;14,559668;0,067682;0,056082;0,802120;0,266624;0,117792;0,035117;0,010009;0,013767;3750,000000
16;0,453307;0,077530;0,115497;5,619561;8608,948814;-5685709560,639034;0,003650;0,250000;15,596169;0,061323;0,054174;0,843972;0,235145;0,111955;0,018425;0,007741;0,010013;3750,000000
17;0,460704;0,075410;0,109512;5,636078;8643,119520;-7780591740,129107;0,004401;0,250000;16,812263;0,062708;0,046804;0,789655;0,255038;0,090970;0,033445;0,008193;0,012516;3750,000000
18;0,455344;0,076840;0,110842;5,622155;8618,652461;-6280539508,956038;0,003768;0,250000;15,911894;0,062273;0,048569;0,836806;0,237674;0,100403;0,021812;0,007738;0,006258;3750,000000
19;0,458226;0,076760;0,109980;5,629740;8628,757864;-7004716013,864936;0,004775;0,250000;16,409525;0,061996;0,047984;0,823529;0,245414;0,094949;0,030201;0,007731;0,008750;3750,000000
20;0,450591;0,079550;0,111167;5,617489;8590,361374;-5466885070,225721;0,005054;0,250000;15,493702;0,064418;0,046749;0,783688;0,226667;0,107744;0,041876;0,005462;0,007519;3750,000000
21;0,449169;0,079120;0,117321;5,612413;8592,813064;-4885898307,169018;0,004086;0,250000;15,054210;0,062538;0,054783;0,839161;0,254914;0,108054;0,038462;0,005912;0,005000;3750,000000
22;0,448531;0,080440;0,115606;5,616702;8575,514982;-5436357955,078634;0,003575;0,250000;15,439705;0,064461;0,051145;0,804270;0,254765;0,105782;0,031773;0,009554;0,008750;3750,000000
23;0,485687;0,065380;0,092391;5,662860;8782,057587;-10981674302,685812;0,005982;0,250000;19,138209;0,054952;0,037440;0,764085;0,195942;0,080393;0,030000;0,003640;0,007509;3750,000000
24;0,460607;0,075670;0,108781;5,631221;8638,700025;-7197460354,877435;0,003578;0,250000;16,639135;0,059784;0,048997;0,834532;0,226582;0,100358;0,030000;0,006821;0,010025;3750,000000
25;0,452333;0,078810;0,113444;5,618593;8591,263208;-5760106169,559764;0,004174;0,250000;15,676198;0,061163;0,052281;0,821678;0,233016;0,110038;0,020168;0,005909;0,008761;3750,000000
26;0,459497;0,075430;0,112073;5,627692;8641,673020;-6800089952,772486;0,003596;0,250000;16,283393;0,059611;0,052462;0,816609;0,260265;0,096434;0,028333;0,006364;0,005000;3750,000000
27;0,496250;0,061740;0,085162;5,678475;8833,284086;-13221420264,842300;0,004435;0,250000;20,645218;0,052849;0,032313;0,708772;0,180266;0,071349;0,030100;0,005000;0,013767;3750,000000
28;0,466041;0,073930;0,104605;5,642357;8670,182919;-8587484354,672907;0,004733;0,250000;17,440328;0,061776;0,042830;0,778169;0,227992;0,092580;0,036667;0,005909;0,011264;3750,000000
29;0,461120;0,075430;0,109250;5,628152;8639,105638;-6692480049,994660;0,004699;0,250000;16,392476;0,057399;0,051851;0,817204;0,253646;0,093925;0,028381;0,005914;0,007509;3750,000000
30;0,441014;0,083010;0,124459;5,607576;8550,835721;-4405389740,628346;0,003757;0,250000;14,665878;0,066358;0,058101;0,785965;0,277567;0,118712;0,040201;0,005912;0,007509;3750,000000
