Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;-0,252385;0,791750;0,181435;4,330000;4666,000000;-734713405,089731;0,388697;0,025000;0,300000;0,128861;0,052574;0,921429;0,713914;0,169870;0,052823;0,000000;0,000000;0,000000
2;-0,249398;0,770390;0,196318;4,330000;4675,597515;-708727965,543124;0,372694;0,025000;0,300000;0,115022;0,081296;0,897527;0,731513;0,191489;0,039568;0,000000;0,000000;19,195029
3;-0,251044;0,795090;0,169457;4,330000;4666,000000;-731149593,836438;0,375019;0,025000;0,300000;0,126047;0,043411;0,907143;0,697740;0,155340;0,046041;0,000000;0,000000;0,000000
4;-0,252306;0,808550;0,163746;4,330000;4666,000000;-738548903,839786;0,385065;0,025000;0,300000;0,131289;0,032457;0,883803;0,671620;0,154264;0,041045;0,000000;0,000000;0,000000
5;-0,254078;0,801020;0,180468;4,330000;4666,000000;-738782761,640683;0,378566;0,025000;0,300000;0,138590;0,041877;0,929577;0,696429;0,166154;0,088512;0,000000;0,000000;0,000000
6;-0,253879;0,797930;0,176881;4,330000;4666,000000;-745731596,685919;0,357473;0,025000;0,300000;0,140419;0,036462;0,888502;0,660453;0,176938;0,061224;0,000000;0,000000;0,000000
7;-0,252783;0,813750;0,159451;4,330000;4666,000000;-754043315,801119;0,373499;0,025000;0,300000;0,133802;0,025649;0,911661;0,654036;0,153361;0,055877;0,000000;0,000000;0,000000
8;-0,251305;0,775160;0,195086;4,330000;4671,843361;-712867056,469233;0,380696;0,025000;0,300000;0,123157;0,071929;0,898246;0,731707;0,188661;0,050817;0,000000;0,000000;11,686722
9;-0,252541;0,795300;0,176891;4,330000;4666,000000;-746115994,498665;0,357469;0,025000;0,300000;0,132940;0,043951;0,885714;0,724000;0,157895;0,053704;0,000461;0,000000;0,000000
10;-0,251521;0,783300;0,191013;4,330000;4667,214457;-719422613,846915;0,377470;0,025000;0,300000;0,123382;0,067631;0,882143;0,722157;0,182552;0,050450;0,000461;0,000000;2,428914
11;-0,251456;0,793170;0,178367;4,330000;4666,000000;-735753305,919704;0,382213;0,025000;0,300000;0,125213;0,053154;0,890459;0,700542;0,176618;0,054745;0,000000;0,000000;0,000000
12;-0,248881;0,770090;0,193953;4,330000;4676,642881;-708933503,519908;0,380816;0,025000;0,300000;0,111062;0,082891;0,886029;0,715742;0,192682;0,046181;0,000000;0,000000;21,285763
13;-0,256016;0,771530;0,237498;4,330000;4676,065759;-724530649,012983;0,341071;0,025000;0,300000;0,141514;0,095984;0,915493;0,797101;0,252642;0,106306;0,000000;0,000000;20,131518
14;-0,253472;0,780590;0,202560;4,330000;4668,930556;-720238434,192328;0,365505;0,025000;0,300000;0,133133;0,069428;0,920690;0,747696;0,195194;0,056569;0,000000;0,000000;5,861113
15;-0,252655;0,776480;0,202662;4,330000;4672,085307;-721712593,785364;0,366636;0,025000;0,300000;0,129076;0,073587;0,935714;0,730000;0,195169;0,057762;0,000000;0,000000;12,170613
