Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,394187;0,087920;0,132446;5,528850;8330,595486;-1249872496,543705;0,003647;0,250000;11,382509;0,067937;0,064510;0,871080;0,295426;0,122481;0,043551;0,008644;0,008761;3500,000000
2;0,412604;0,080260;0,121774;5,548218;8411,209208;-2831891654,766751;0,005511;0,250000;12,518837;0,058669;0,063105;0,783217;0,264557;0,117410;0,030100;0,009567;0,003759;3500,000000
3;0,421688;0,076420;0,115264;5,561186;8457,714421;-4221494787,254451;0,005134;0,250000;13,342780;0,057632;0,057632;0,778947;0,250318;0,109123;0,030151;0,008186;0,005013;3500,000000
4;0,426121;0,075610;0,109836;5,576995;8474,390087;-6018698428,392365;0,003277;0,250000;14,332753;0,061713;0,048122;0,795848;0,247776;0,095504;0,030050;0,006818;0,013750;3500,000000
5;0,390259;0,089440;0,137142;5,521549;8313,394159;-483798663,386050;0,002447;0,250000;10,949171;0,067211;0,069931;0,804878;0,315789;0,131243;0,040134;0,005914;0,011264;3500,000000
6;0,407684;0,082220;0,121622;5,543266;8387,435987;-2697050765,689578;0,003592;0,250000;12,317772;0,062727;0,058895;0,841549;0,278095;0,108944;0,045000;0,004550;0,007519;3500,000000
7;0,423443;0,075650;0,111973;5,564051;8464,630179;-4329473947,995117;0,002288;0,250000;13,468292;0,057952;0,054021;0,759717;0,254592;0,103070;0,020101;0,005909;0,011250;3500,000000
8;0,401048;0,084510;0,129738;5,532305;8357,661325;-1583871229,259245;0,002109;0,250000;11,682993;0,062097;0,067641;0,784722;0,298034;0,122504;0,041736;0,006367;0,007500;3500,000000
9;0,405629;0,083610;0,126890;5,542174;8379,869704;-2682549159,015339;0,001918;0,250000;12,306392;0,062387;0,064503;0,827465;0,294416;0,116805;0,042088;0,002727;0,008761;3500,000000
10;0,413600;0,079710;0,117730;5,550626;8419,983326;-3253442880,814756;0,004711;0,250000;12,704483;0,061284;0,056446;0,829268;0,265863;0,107575;0,018425;0,006367;0,007500;3500,000000
11;0,400603;0,086290;0,129658;5,533688;8352,533614;-1423140589,819084;0,005663;0,250000;11,667035;0,062506;0,067151;0,802120;0,309949;0,116790;0,030151;0,010478;0,011264;3500,000000
12;0,390120;0,089700;0,137288;5,525554;8315,201018;-772791885,342356;0,002838;0,250000;11,092762;0,069198;0,068090;0,856140;0,305363;0,131585;0,038462;0,008182;0,008761;3500,000000
13;0,414848;0,079870;0,120089;5,555775;8425,760464;-3642268886,493242;0,003545;0,250000;12,919091;0,061052;0,059037;0,806228;0,271574;0,111285;0,025042;0,005912;0,007528;3500,000000
14;0,395387;0,087440;0,133528;5,522405;8330,351923;-650827318,789832;0,003037;0,250000;11,175283;0,061869;0,071659;0,830935;0,304514;0,129372;0,021739;0,007727;0,007509;3500,000000
15;0,402481;0,084940;0,132943;5,532316;8361,152434;-1580993665,759175;0,005196;0,250000;11,734736;0,058301;0,074642;0,821053;0,321019;0,120045;0,045151;0,005007;0,007509;3500,000000
16;0,400788;0,084210;0,133810;5,528837;8363,584521;-1276106971,666902;0,001821;0,250000;11,493001;0,059706;0,074104;0,854610;0,315823;0,125894;0,016694;0,004545;0,007509;3500,000000
17;0,424117;0,077260;0,114438;5,569944;8466,250465;-4925922769,651989;0,005895;0,250000;13,830525;0,058076;0,056362;0,795699;0,272843;0,099105;0,023411;0,008193;0,010025;3500,000000
18;0,423993;0,076930;0,111828;5,569735;8466,961005;-4908183404,212105;0,003866;0,250000;13,809156;0,059695;0,052133;0,832727;0,252538;0,098009;0,031773;0,007276;0,011250;3500,000000
19;0,406978;0,082080;0,125528;5,544267;8388,522495;-2727100427,953356;0,004140;0,250000;12,288367;0,063217;0,062311;0,830389;0,294564;0,112377;0,026846;0,007734;0,012516;3500,000000
20;0,406764;0,082740;0,124698;5,542154;8385,470145;-2403521498,071361;0,004478;0,250000;12,169535;0,061694;0,063004;0,835714;0,283724;0,114842;0,030100;0,008640;0,006274;3500,000000
21;0,383618;0,092070;0,141128;5,510404;8279,681470;344151722,790671;0,003691;0,250000;10,472950;0,067689;0,073439;0,835714;0,327652;0,135099;0,035117;0,007738;0,007519;3500,000000
22;0,434942;0,071400;0,104834;5,580617;8530,703913;-5750505442,713312;0,003918;0,250000;14,370320;0,056596;0,048238;0,770035;0,236225;0,090237;0,033333;0,007276;0,010013;3500,000000
23;0,398077;0,085330;0,130991;5,530726;8351,436555;-1580221347,659468;0,002379;0,250000;11,568359;0,065646;0,065344;0,850694;0,298223;0,120778;0,038397;0,005457;0,013767;3500,000000
24;0,403940;0,083530;0,124181;5,539977;8373,827494;-2127194200,232769;0,001843;0,250000;12,018758;0,064711;0,059470;0,830986;0,258906;0,120832;0,045075;0,006369;0,010013;3500,000000
25;0,408210;0,082970;0,122554;5,547771;8393,237327;-2719373462,992553;0,003521;0,250000;12,395746;0,063244;0,059310;0,806452;0,272555;0,114875;0,031773;0,008182;0,011321;3500,000000
26;0,421246;0,077030;0,116047;5,561773;8454,150508;-4178027233,872228;0,002943;0,250000;13,334731;0,057822;0,058225;0,802817;0,274051;0,102375;0,020033;0,008636;0,003750;3500,000000
27;0,445548;0,068690;0,094873;5,598170;8571,017478;-7932356553,499481;0,006772;0,250000;15,826056;0,053997;0,040876;0,705036;0,199493;0,085932;0,038397;0,005917;0,012531;3500,000000
28;0,408214;0,082040;0,123072;5,543977;8394,124865;-2703878929,376354;0,003439;0,250000;12,342745;0,061990;0,061083;0,802867;0,283904;0,114318;0,031826;0,005000;0,010038;3500,000000
29;0,408546;0,081520;0,127795;5,541132;8395,092491;-2294392408,472578;0,003113;0,250000;12,153237;0,058107;0,069688;0,823944;0,284084;0,122120;0,026667;0,007279;0,011250;3500,000000
30;0,396361;0,086340;0,129426;5,525208;8340,552704;-838404977,256960;0,003180;0,250000;11,242855;0,064461;0,064965;0,777385;0,289892;0,124832;0,043697;0,005455;0,015000;3500,000000
