Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,009801;0,113440;0,199555;4,868113;6517,080291;-2058226349,630985;0,001464;0,040001;1,445636;0,059614;0,139941;0,897527;0,745338;0,118161;0,023333;0,005457;0,011250;1000,000000
2;-0,039047;0,136840;0,234312;4,795116;6372,402509;-997692300,163329;0,002913;0,040000;1,060869;0,079960;0,154352;0,902098;0,803247;0,176088;0,030050;0,005917;0,005000;1000,000000
3;0,002603;0,118170;0,210856;4,858286;6486,832174;-1892664327,970978;0,004326;0,040000;1,385451;0,059032;0,151825;0,858156;0,759486;0,138696;0,036728;0,006831;0,008772;1000,000000
4;-0,031896;0,132900;0,228808;4,806340;6391,124438;-1085169524,930834;0,003077;0,040000;1,102146;0,077382;0,151426;0,878136;0,773902;0,172676;0,045075;0,005462;0,011278;1000,000000
5;-0,031316;0,132500;0,233384;4,801222;6394,032064;-1015708657,294358;0,002231;0,040000;1,087378;0,071523;0,161861;0,862816;0,795235;0,176946;0,031720;0,007734;0,010013;1000,000000
6;-0,046241;0,140400;0,241219;4,783454;6350,176570;-835472126,165606;0,001693;0,040000;1,017908;0,081284;0,159935;0,860215;0,805447;0,193187;0,028428;0,005460;0,012500;1000,000000
7;0,014658;0,111530;0,198950;4,876027;6535,750667;-2207829335,980168;0,001485;0,040007;1,495426;0,057030;0,141920;0,886525;0,732097;0,120717;0,025042;0,009099;0,002503;1000,000000
8;0,015139;0,111730;0,200747;4,877605;6532,983398;-2274285481,278884;0,002687;0,040011;1,520575;0,055713;0,145034;0,895470;0,716104;0,124523;0,035176;0,009558;0,012516;1000,000000
9;-0,059536;0,145770;0,249216;4,763709;6322,703893;-559597350,522054;0,002030;0,040000;0,924137;0,088905;0,160312;0,907801;0,824709;0,200314;0,040201;0,005002;0,005000;1000,000000
10;-0,001566;0,118650;0,210042;4,850056;6480,449977;-1715245041,334220;0,002411;0,040000;1,323640;0,062841;0,147201;0,870175;0,760591;0,136099;0,035000;0,005462;0,007519;1000,000000
11;-0,041194;0,138770;0,239947;4,791796;6362,374144;-906272531,879067;0,003602;0,040000;1,040930;0,078193;0,161754;0,902439;0,808068;0,184329;0,033445;0,007283;0,013750;1000,000000
12;-0,039310;0,136030;0,233526;4,790943;6374,153774;-939976775,744771;0,001981;0,040000;1,047094;0,078955;0,154570;0,895105;0,800781;0,174625;0,046745;0,005460;0,002503;1000,000000
13;-0,021092;0,127580;0,220828;4,816359;6422,126254;-1268841379,284411;0,001962;0,040000;1,166151;0,069527;0,151300;0,899654;0,787938;0,151515;0,025126;0,005005;0,007500;1000,000000
14;-0,019748;0,127490;0,221964;4,823093;6426,832203;-1305371585,093457;0,002184;0,040000;1,181073;0,070583;0,151380;0,903226;0,787781;0,150998;0,038397;0,005457;0,012500;1000,000000
15;-0,084673;0,163780;0,289748;4,741134;6249,467796;-338106567,968159;0,002006;0,040000;0,840701;0,095638;0,194110;0,895470;0,846452;0,278552;0,046823;0,008636;0,010025;1000,000000
16;-0,019132;0,127250;0,224397;4,830569;6426,150604;-1494706290,241796;0,000926;0,040000;1,224043;0,072445;0,151952;0,868056;0,793192;0,154690;0,050083;0,007727;0,001250;1000,000000
17;0,002731;0,117500;0,209920;4,859339;6490,988013;-1840778823,403899;0,002588;0,040000;1,373030;0,060915;0,149005;0,862069;0,754826;0,137281;0,028428;0,007731;0,011250;1000,000000
18;-0,013875;0,124820;0,218459;4,833603;6441,284560;-1500471020,668106;0,002754;0,040000;1,236350;0,068338;0,150121;0,862191;0,783974;0,146287;0,026891;0,008636;0,008783;1000,000000
19;-0,041762;0,137860;0,242470;4,790353;6365,514870;-918050684,044923;0,001656;0,040000;1,036073;0,078229;0,164241;0,859155;0,795630;0,195603;0,030050;0,008644;0,010013;1000,000000
20;-0,006688;0,121790;0,217787;4,842205;6462,192311;-1600870899,727346;0,002014;0,040000;1,287879;0,062759;0,155028;0,900356;0,781050;0,144651;0,026801;0,007283;0,006258;1000,000000
21;0,003809;0,117530;0,209378;4,861168;6492,063615;-1947598728,136238;0,003462;0,040000;1,405121;0,059519;0,149859;0,879433;0,757982;0,135159;0,023411;0,005462;0,011264;1000,000000
22;-0,002591;0,121260;0,210723;4,855123;6467,976210;-1855830514,664317;0,003054;0,040000;1,366971;0,064846;0,145878;0,882353;0,770968;0,132105;0,023372;0,010919;0,008772;1000,000000
23;-0,057084;0,144960;0,244981;4,764241;6323,388126;-569430522,109083;0,001948;0,040000;0,936419;0,086494;0,158487;0,899642;0,822654;0,191355;0,036789;0,006821;0,008761;1000,000000
24;-0,003635;0,121620;0,213005;4,847501;6464,423503;-1722588962,863561;0,002435;0,040000;1,330515;0,061380;0,151626;0,861702;0,751625;0,147699;0,043406;0,008186;0,002500;1000,000000
25;-0,030462;0,133130;0,229101;4,805129;6393,725118;-1014240118,624738;0,002846;0,040000;1,096168;0,073766;0,155335;0,892857;0,809215;0,162029;0,025253;0,006364;0,016291;1000,000000
26;-0,028061;0,132030;0,229462;4,812038;6399,265955;-1184646456,220659;0,001967;0,040000;1,139562;0,073958;0,155504;0,892193;0,784238;0,171627;0,040067;0,008186;0,006250;1000,000000
27;0,014572;0,111590;0,201111;4,873714;6531,096765;-2169593056,041513;0,003428;0,040004;1,490880;0,054444;0,146667;0,873239;0,739297;0,122870;0,023451;0,008656;0,006258;1000,000000
28;0,008430;0,115750;0,209331;4,869318;6507,187652;-2053787286,392081;0,002947;0,040001;1,446744;0,057356;0,151974;0,880282;0,755155;0,137645;0,031667;0,005000;0,007509;1000,000000
29;-0,036269;0,135040;0,235413;4,797209;6380,653850;-1026218736,444534;0,002815;0,040000;1,072338;0,076347;0,159066;0,846429;0,788760;0,185525;0,033389;0,006818;0,008761;1000,000000
30;0,002754;0,117900;0,214725;4,861506;6489,344034;-1961520861,766919;0,001909;0,040000;1,396559;0,059203;0,155522;0,887719;0,764593;0,143719;0,023372;0,007727;0,012531;1000,000000
