Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;-0,235592;0,715240;0,129867;4,330000;4666,000000;-4772716902,970064;0,274835;0,025000;0,300000;0,078223;0,051644;0,750877;0,386611;0,117006;0,032368;0,000000;0,000000;0,000000
2;-0,233804;0,723760;0,111190;4,330000;4666,000000;-4680524907,210465;0,293148;0,025000;0,300000;0,070456;0,040734;0,745583;0,342907;0,089692;0,033043;0,000000;0,000000;0,000000
3;-0,233058;0,700290;0,128790;4,330000;4666,000000;-4931587103,028755;0,257478;0,025000;0,300000;0,068938;0,059852;0,715827;0,410135;0,108174;0,027119;0,000000;0,000000;0,000000
4;-0,232945;0,716450;0,116361;4,330000;4666,000000;-4767587782,014506;0,307083;0,025000;0,300000;0,065820;0,050541;0,756098;0,375215;0,090039;0,029565;0,000000;0,000000;0,000000
5;-0,234249;0,725440;0,111111;4,330000;4666,000000;-4680322106,971996;0,303006;0,025000;0,300000;0,072293;0,038818;0,715789;0,336590;0,095914;0,026362;0,000000;0,000000;0,000000
6;-0,234334;0,731450;0,108978;4,330000;4666,000000;-4629154106,247650;0,323891;0,025000;0,300000;0,071559;0,037420;0,709220;0,342105;0,092005;0,034843;0,000000;0,000000;0,000000
7;-0,236349;0,700220;0,147409;4,330000;4666,000000;-4978771994,096075;0,248723;0,025000;0,300000;0,081843;0,065566;0,725694;0,458888;0,130890;0,027875;0,000000;0,000000;0,000000
8;-0,234103;0,712240;0,126988;4,330000;4666,000000;-4834875608,397121;0,269944;0,025000;0,300000;0,071387;0,055601;0,772727;0,385562;0,107163;0,034247;0,000000;0,000000;0,000000
9;-0,235398;0,727040;0,120255;4,330000;4666,000000;-4719699655,023645;0,322074;0,025000;0,300000;0,074964;0,045291;0,728223;0,379372;0,100875;0,040493;0,000000;0,000000;0,000000
10;-0,235220;0,743820;0,103547;4,330000;4666,000000;-4452139828,691836;0,348133;0,025000;0,300000;0,073785;0,029762;0,687285;0,308285;0,088119;0,045704;0,000000;0,000000;0,000000
11;-0,234787;0,726170;0,119957;4,330000;4666,000000;-4715490876,915511;0,308760;0,025000;0,300000;0,072526;0,047430;0,765734;0,386607;0,094654;0,040210;0,000000;0,000000;0,000000
12;-0,235759;0,719940;0,119679;4,330000;4666,000000;-4733052374,303243;0,280770;0,025000;0,300000;0,080297;0,039382;0,726619;0,353846;0,104113;0,055846;0,000000;0,000000;0,000000
13;-0,232741;0,697690;0,129204;4,330000;4666,000000;-4954870000,607121;0,238411;0,025000;0,300000;0,068056;0,061148;0,782918;0,399533;0,105475;0,025381;0,000000;0,000000;0,000000
14;-0,233317;0,689690;0,140824;4,330000;4666,000000;-5082714990,120932;0,244936;0,025000;0,300000;0,070017;0,070807;0,737762;0,446071;0,119870;0,021886;0,000000;0,000000;0,000000
15;-0,234329;0,721880;0,118136;4,330000;4666,000000;-4694528989,705167;0,308585;0,025000;0,300000;0,071429;0,046708;0,746528;0,366957;0,096243;0,041379;0,000000;0,000000;0,000000
16;-0,235384;0,723010;0,120241;4,330000;4666,000000;-4698225375,632785;0,299225;0,025000;0,300000;0,076732;0,043509;0,716783;0,366869;0,103704;0,043478;0,000000;0,000000;0,000000
