Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;-0,256076;0,810270;0,184682;4,330000;4666,000000;-857900974,603590;0,401489;0,025000;0,300000;0,143568;0,041114;0,927007;0,724891;0,193242;0,068571;0,000000;0,000000;0,000000
2;-0,253776;0,825110;0,159944;4,330000;4666,000000;-833079852,668522;0,420339;0,025000;0,300000;0,131357;0,028586;0,907801;0,641618;0,180308;0,060976;0,000000;0,000000;0,000000
3;-0,254898;0,823090;0,170168;4,330000;4666,000000;-842369385,467315;0,393974;0,025000;0,300000;0,138045;0,032124;0,912587;0,653710;0,198856;0,069098;0,000000;0,000000;0,000000
4;-0,258988;0,798280;0,215296;4,330000;4666,000000;-906516522,448188;0,387752;0,025000;0,300000;0,155366;0,059929;0,904930;0,758003;0,258121;0,084095;0,000000;0,000000;0,000000
5;-0,253259;0,826740;0,158043;4,330000;4666,000000;-825621472,872513;0,385866;0,025000;0,300000;0,132172;0,025871;0,887719;0,585317;0,197871;0,066019;0,000000;0,000000;0,000000
6;-0,254118;0,806710;0,184068;4,330000;4666,000000;-850140607,921961;0,381657;0,025000;0,300000;0,136371;0,047697;0,918440;0,714080;0,194623;0,063790;0,000000;0,000000;0,000000
7;-0,254465;0,822090;0,167302;4,330000;4666,000000;-839708459,597259;0,406125;0,025000;0,300000;0,135781;0,031521;0,903571;0,650000;0,192712;0,070342;0,000000;0,000000;0,000000
8;-0,255964;0,825680;0,167912;4,330000;4666,000000;-837719008,297164;0,403492;0,025000;0,300000;0,141665;0,026247;0,886525;0,639692;0,206691;0,075848;0,000000;0,000000;0,000000
9;-0,256290;0,806710;0,192636;4,330000;4666,000000;-860811080,609555;0,392794;0,025000;0,300000;0,143820;0,048817;0,919014;0,717333;0,201338;0,077348;0,000000;0,000000;0,000000
10;-0,253986;0,824370;0,165993;4,330000;4666,000000;-827884304,693241;0,395984;0,025000;0,300000;0,133286;0,032706;0,922261;0,703565;0,175383;0,065089;0,000000;0,000000;0,000000
11;-0,253609;0,815790;0,175793;4,330000;4666,000000;-835440750,157520;0,397474;0,025000;0,300000;0,131378;0,044414;0,917857;0,729032;0,179058;0,073724;0,000000;0,000000;0,000000
12;-0,257496;0,822360;0,180704;4,330000;4666,000000;-853630953,401503;0,397826;0,025000;0,300000;0,148775;0,031930;0,936396;0,692308;0,223807;0,063315;0,000000;0,000000;0,000000
13;-0,255078;0,828330;0,167973;4,330000;4666,000000;-833727442,099178;0,403174;0,025000;0,300000;0,136266;0,031706;0,926573;0,667286;0,188755;0,071429;0,000000;0,000000;0,000000
14;-0,251925;0,810280;0,167864;4,330000;4666,000000;-834912419,846212;0,403593;0,025000;0,300000;0,125605;0,042258;0,927798;0,711974;0,162872;0,053309;0,000000;0,000000;0,000000
15;-0,252876;0,815830;0,168564;4,330000;4666,000000;-839878920,176349;0,390363;0,025000;0,300000;0,129482;0,039082;0,918728;0,712644;0,166770;0,053131;0,000000;0,000000;0,000000
16;-0,254549;0,820350;0,170501;4,330000;4666,000000;-835872002,154200;0,398165;0,025000;0,300000;0,137534;0,032967;0,892857;0,704809;0,183699;0,048450;0,000000;0,000000;0,000000
17;-0,256508;0,812380;0,186693;4,330000;4666,000000;-863864829,381937;0,393679;0,025000;0,300000;0,146305;0,040389;0,891608;0,712593;0,203524;0,080374;0,000000;0,000000;0,000000
18;-0,256387;0,811100;0,189537;4,330000;4666,000000;-868731660,297156;0,405776;0,025000;0,300000;0,144576;0,044961;0,942029;0,721481;0,208459;0,079696;0,000000;0,000000;0,000000
19;-0,255095;0,773300;0,233369;4,330000;4674,640437;-870581588,690522;0,383005;0,025000;0,300000;0,133354;0,100015;0,900735;0,778509;0,285943;0,065814;0,000000;0,000000;17,280874
20;-0,256901;0,828810;0,172100;4,330000;4666,000000;-837936861,349140;0,399870;0,025000;0,300000;0,145911;0,026189;0,913194;0,669187;0,201294;0,075248;0,000000;0,000000;0,000000
21;-0,254214;0,828560;0,162105;4,330000;4666,000000;-826583425,928815;0,404975;0,025000;0,300000;0,133310;0,028795;0,929889;0,642715;0,198980;0,052738;0,000000;0,000000;0,000000
22;-0,253236;0,819230;0,165441;4,330000;4666,000000;-825677153,215337;0,388981;0,025000;0,300000;0,131908;0,033533;0,885305;0,671642;0,167793;0,080153;0,000000;0,000000;0,000000
23;-0,252315;0,803460;0,181908;4,330000;4666,000000;-854811109,139701;0,402055;0,025000;0,300000;0,125103;0,056805;0,915194;0,697708;0,191502;0,062147;0,000000;0,000000;0,000000
24;-0,255328;0,810720;0,182947;4,330000;4666,000000;-848699118,007519;0,396861;0,025000;0,300000;0,139570;0,043377;0,935714;0,689808;0,201418;0,065177;0,000000;0,000000;0,000000
25;-0,253887;0,819580;0,165833;4,330000;4666,000000;-847183976,604061;0,398363;0,025000;0,300000;0,135321;0,030512;0,908451;0,643813;0,185185;0,046602;0,000000;0,000000;0,000000
26;-0,253430;0,822950;0,161813;4,330000;4666,000000;-830429412,333337;0,390035;0,025000;0,300000;0,133915;0,027899;0,900709;0,657640;0,180812;0,077071;0,000000;0,000000;0,000000
27;-0,255927;0,806740;0,190632;4,330000;4666,000000;-860438581,133931;0,379907;0,025000;0,300000;0,143793;0,046839;0,888889;0,735695;0,204436;0,064338;0,000000;0,000000;0,000000
28;-0,255153;0,819570;0,172151;4,330000;4666,000000;-851672954,523638;0,378036;0,025000;0,300000;0,140943;0,031208;0,920578;0,657191;0,196067;0,073077;0,000000;0,000000;0,000000
29;-0,255176;0,809210;0,184093;4,330000;4666,000000;-848371147,443418;0,398415;0,025000;0,300000;0,138691;0,045402;0,908127;0,730715;0,184848;0,053950;0,000000;0,000000;0,000000
30;-0,253548;0,813460;0,175105;4,330000;4666,000000;-841253986,263112;0,395147;0,025000;0,300000;0,131876;0,043230;0,915789;0,702400;0,187728;0,059259;0,000000;0,000000;0,000000
