Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;0,598818;0,090180;0,140121;5,876654;9269,658371;-22402511393,326390;0,003089;0,250000;34,354916;0,065323;0,074798;0,804878;0,345200;0,130854;0,023372;0,003638;0,012516;5000,000000
2;0,593675;0,092990;0,142150;5,872570;9239,079272;-21252412433,238506;0,003317;0,250000;33,592187;0,067643;0,074508;0,836879;0,350575;0,130688;0,028428;0,007734;0,007500;5000,000000
3;0,608700;0,086080;0,134691;5,885403;9317,585956;-24224393503,818356;0,003465;0,250000;35,881667;0,060288;0,074403;0,793103;0,332909;0,120323;0,035176;0,005914;0,015000;5000,000000
4;0,614658;0,084210;0,130356;5,897338;9348,606057;-26953147733,629025;0,005368;0,250000;37,858459;0,061196;0,069160;0,739583;0,316424;0,120179;0,038526;0,005917;0,011250;5000,000000
5;0,579604;0,097710;0,152148;5,854796;9180,026749;-17195295192,808403;0,002522;0,250000;30,404287;0,071789;0,080359;0,784722;0,384371;0,140040;0,050167;0,007731;0,007538;5000,000000
6;0,607666;0,086680;0,132150;5,888177;9305,302503;-25433301946,320724;0,002634;0,250000;36,659668;0,062847;0,069303;0,773852;0,329943;0,117608;0,030100;0,008197;0,013767;5000,000000
7;0,605163;0,087990;0,140512;5,885119;9294,487635;-24385443888,193947;0,002991;0,250000;35,909714;0,060939;0,079573;0,785211;0,364155;0,123993;0,030050;0,009099;0,006250;5000,000000
8;0,615017;0,085100;0,132553;5,899381;9338,677167;-27778980985,158880;0,004023;0,250000;38,586983;0,058509;0,074044;0,768683;0,334810;0,117845;0,030100;0,009545;0,006258;5000,000000
9;0,608389;0,086970;0,135732;5,892878;9306,753366;-26493103902,280330;0,002614;0,250000;37,377077;0,062878;0,072854;0,781250;0,337128;0,121497;0,036975;0,007276;0,011250;5000,000000
10;0,594930;0,091970;0,138491;5,876394;9254,531490;-22043201205,467750;0,003621;0,250000;33,955535;0,070103;0,068388;0,765957;0,329502;0,134198;0,023372;0,008648;0,010013;5000,000000
11;0,608160;0,087220;0,139272;5,889007;9307,095879;-25457357615,210274;0,005128;0,250000;36,646630;0,059155;0,080117;0,765306;0,358228;0,123681;0,033501;0,006369;0,007509;5000,000000
12;0,619364;0,082870;0,125328;5,903753;9368,555643;-28521893961,688446;0,005420;0,250000;39,276179;0,060444;0,064884;0,787770;0,296508;0,116383;0,015126;0,008197;0,011278;5000,000000
13;0,614194;0,084800;0,129813;5,899955;9341,857237;-28377245418,236256;0,002489;0,250000;38,686189;0,062991;0,066821;0,799308;0,327858;0,111610;0,038462;0,005457;0,007500;5000,000000
14;0,606625;0,087170;0,134737;5,887933;9308,185131;-24924127073,474400;0,003683;0,250000;36,244218;0,063791;0,070946;0,755245;0,341587;0,121307;0,036851;0,005462;0,008750;5000,000000
15;0,607129;0,087410;0,136222;5,890506;9309,519093;-25836380951,002018;0,002976;0,250000;36,781503;0,063375;0,072846;0,786713;0,342022;0,123125;0,033389;0,005455;0,008750;5000,000000
16;0,634589;0,076460;0,119388;5,920886;9448,732426;-34304444754,717230;0,004351;0,250000;43,262685;0,054560;0,064828;0,784722;0,311392;0,096442;0,033389;0,005912;0,005006;5000,000000
17;0,638158;0,074810;0,111178;5,925352;9470,427001;-34630855603,983480;0,004033;0,250000;43,753093;0,056547;0,054632;0,764085;0,253646;0,099462;0,026711;0,009103;0,007500;5000,000000
18;0,623177;0,081300;0,125718;5,908585;9385,754560;-30333722780,033540;0,003492;0,250000;40,495656;0,058272;0,067446;0,726644;0,301971;0,116644;0,033333;0,005457;0,012500;5000,000000
19;0,650765;0,070850;0,104377;5,940220;9533,094002;-39330212946,869860;0,004857;0,250000;47,629027;0,051230;0,053146;0,716312;0,246515;0,090359;0,028428;0,007279;0,010000;5000,000000
20;0,586567;0,095210;0,143044;5,866273;9213,618902;-19779748052,897280;0,002467;0,250000;32,231501;0,073136;0,069908;0,764912;0,340982;0,138441;0,036913;0,007731;0,010000;5000,000000
21;0,606761;0,086760;0,132775;5,886429;9310,499038;-24082719946,835100;0,003467;0,250000;35,781673;0,063918;0,068858;0,738516;0,312895;0,128418;0,030252;0,006369;0,010013;5000,000000
22;0,643564;0,072930;0,110249;5,929540;9504,330631;-36125574774,471756;0,002936;0,250000;45,007410;0,053210;0,057039;0,792115;0,256654;0,097113;0,031720;0,002275;0,012500;5000,000000
23;0,609659;0,086030;0,135073;5,891789;9323,291892;-25506840895,626770;0,001924;0,250000;36,772369;0,062248;0,072824;0,735192;0,353016;0,115213;0,043406;0,011374;0,010013;5000,000000
24;0,634458;0,076660;0,117291;5,919981;9451,858256;-33490752221,440014;0,004930;0,250000;42,891976;0,055522;0,061769;0,802083;0,278553;0,101410;0,031826;0,006824;0,008772;5000,000000
25;0,618386;0,082590;0,122904;5,897798;9364,321424;-27063031230,074642;0,004599;0,250000;38,244506;0,059584;0,063321;0,763441;0,273657;0,120018;0,021849;0,006824;0,015000;5000,000000
26;0,605566;0,087260;0,135301;5,886845;9299,763675;-24769646822,565434;0,003612;0,250000;36,081550;0,064276;0,071026;0,810526;0,336520;0,120697;0,036667;0,007734;0,006250;5000,000000
27;0,601691;0,089820;0,138303;5,883475;9278,943876;-23845357190,499733;0,003062;0,250000;35,485740;0,064663;0,073641;0,804965;0,343730;0,126177;0,018333;0,010005;0,010013;5000,000000
28;0,597613;0,091430;0,141863;5,879109;9262,475443;-22780193114,949100;0,002300;0,250000;34,596167;0,066949;0,074914;0,802083;0,336306;0,134348;0,046823;0,005912;0,008783;5000,000000
29;0,590706;0,093940;0,146652;5,863157;9226,741574;-18844638274,860027;0,008214;0,250000;31,968097;0,063832;0,082820;0,810526;0,371574;0,134844;0,031826;0,004098;0,011292;5000,000000
30;0,618831;0,081060;0,126927;5,894102;9376,985805;-26301549864,329850;0,003971;0,250000;37,442566;0,057520;0,069407;0,778169;0,304623;0,117028;0,036789;0,004093;0,005013;5000,000000
