Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto;EffectiveBDP
1;-0,173864;0,211100;0,348303;4,590624;5867,189883;-3491076124,635365;0,003783;0,040000;0,635957;0,082300;0,266003;0,884615;0,826848;0,418778;0,047059;0,007731;0,005000;500,000000
2;-0,202491;0,323020;0,386202;4,505608;5492,633683;-3122084385,258541;0,002523;0,040000;0,541002;0,087076;0,299126;0,912281;0,857607;0,490285;0,067002;0,004093;0,003764;500,000000
3;-0,177793;0,221760;0,347725;4,580430;5828,492898;-3445268187,674619;0,004097;0,040000;0,624574;0,080252;0,267473;0,881119;0,853516;0,408578;0,040201;0,008656;0,008750;500,000000
4;-0,133699;0,154930;0,282712;4,616758;6016,745612;-3737505632,727838;0,004077;0,040000;0,716369;0,076134;0,206578;0,857664;0,818475;0,278504;0,042017;0,007286;0,007500;500,000000
5;-0,219763;0,418210;0,372407;4,390017;5211,607439;-2695891806,837534;0,002548;0,040000;0,461411;0,094449;0,277959;0,921708;0,857050;0,460618;0,065546;0,003638;0,003759;500,000000
6;-0,112216;0,136520;0,241281;4,629246;6085,427380;-3976887160,055739;0,003350;0,040000;0,771033;0,071979;0,169303;0,869258;0,796368;0,192939;0,040268;0,005917;0,013767;500,000000
7;-0,191093;0,272070;0,366985;4,546038;5666,651769;-3307224043,596573;0,003260;0,040000;0,582311;0,081676;0,285308;0,905594;0,860404;0,447072;0,043333;0,009554;0,008761;500,000000
8;-0,142615;0,159540;0,293289;4,606871;5995,183186;-3744750383,908094;0,003228;0,040000;0,694596;0,080799;0,212490;0,881944;0,808344;0,304856;0,030100;0,008189;0,008772;500,000000
9;-0,121611;0,143270;0,256561;4,625202;6054,530685;-3985703622,212054;0,002682;0,040000;0,761253;0,077009;0,179552;0,879859;0,811971;0,221374;0,055184;0,005005;0,006258;500,000000
10;-0,195666;0,289020;0,382042;4,544627;5611,125822;-3260455542,305265;0,002473;0,040000;0,572646;0,090299;0,291743;0,860215;0,835714;0,492534;0,058528;0,006821;0,003759;500,000000
11;-0,101134;0,128620;0,225970;4,642524;6111,677964;-4115425896,935069;0,003270;0,040000;0,816285;0,068875;0,157095;0,855596;0,792343;0,163490;0,033445;0,008186;0,007509;500,000000
12;-0,115105;0,139540;0,246428;4,631833;6076,291150;-3977826947,999965;0,003708;0,040000;0,771193;0,074476;0,171953;0,848375;0,788350;0,210018;0,030201;0,009095;0,007500;500,000000
13;-0,141575;0,157700;0,287482;4,606225;6001,653419;-3784811872,666653;0,002797;0,040000;0,697483;0,083283;0,204200;0,898955;0,815943;0,285167;0,055184;0,006378;0,006258;500,000000
